locus_tag	ftype	length_bp	gene	EC_number	COG	product
CFCHDMIM_00355	CDS	654				hypothetical protein
CFCHDMIM_00356	CDS	1536				hypothetical protein
CFCHDMIM_00357	CDS	195				hypothetical protein
CFCHDMIM_00358	CDS	771				hypothetical protein
CFCHDMIM_00359	CDS	399				hypothetical protein
CFCHDMIM_00360	CDS	10356				hypothetical protein
CFCHDMIM_00361	CDS	894				hypothetical protein
CFCHDMIM_00362	CDS	450				hypothetical protein
CFCHDMIM_00363	CDS	645				hypothetical protein
CFCHDMIM_00364	CDS	267	relE	3.1.-.-	COG2026	mRNA interferase toxin RelE
CFCHDMIM_00365	CDS	288				hypothetical protein
CFCHDMIM_00366	CDS	252				hypothetical protein
CFCHDMIM_00367	CDS	897				hypothetical protein
CFCHDMIM_00368	CDS	279				hypothetical protein
CFCHDMIM_00369	CDS	768				hypothetical protein
CFCHDMIM_00370	CDS	1296				hypothetical protein
CFCHDMIM_00371	CDS	288				hypothetical protein
CFCHDMIM_00372	CDS	627				hypothetical protein
CFCHDMIM_00373	CDS	1779				hypothetical protein
CFCHDMIM_00374	CDS	303				hypothetical protein
CFCHDMIM_00375	CDS	549				hypothetical protein
CFCHDMIM_00376	CDS	1131				hypothetical protein
CFCHDMIM_00377	CDS	279				hypothetical protein
CFCHDMIM_00378	CDS	1539				hypothetical protein
CFCHDMIM_00379	CDS	1992				hypothetical protein
CFCHDMIM_00380	CDS	513				hypothetical protein
CFCHDMIM_00381	CDS	201				hypothetical protein
CFCHDMIM_00382	CDS	804				hypothetical protein
CFCHDMIM_00383	CDS	906				hypothetical protein
CFCHDMIM_00384	CDS	228				hypothetical protein
CFCHDMIM_00385	CDS	459				hypothetical protein
CFCHDMIM_00386	CDS	615				hypothetical protein
CFCHDMIM_00387	CDS	1446				hypothetical protein
CFCHDMIM_00388	CDS	339				hypothetical protein
CFCHDMIM_00389	CDS	591				hypothetical protein
CFCHDMIM_00390	CDS	942				hypothetical protein
CFCHDMIM_00391	CDS	417				hypothetical protein
CFCHDMIM_00392	CDS	900				hypothetical protein
CFCHDMIM_00393	CDS	942				hypothetical protein
CFCHDMIM_00394	CDS	1056				hypothetical protein
CFCHDMIM_00395	CDS	2289				hypothetical protein
CFCHDMIM_00396	CDS	291				hypothetical protein
CFCHDMIM_00397	CDS	180				hypothetical protein
CFCHDMIM_00398	CDS	537				hypothetical protein
CFCHDMIM_00399	CDS	510				hypothetical protein
CFCHDMIM_00400	CDS	210				hypothetical protein
CFCHDMIM_00401	CDS	216				hypothetical protein
CFCHDMIM_00402	CDS	171				hypothetical protein
CFCHDMIM_00403	CDS	993				hypothetical protein
CFCHDMIM_00404	CDS	456				hypothetical protein
CFCHDMIM_00405	CDS	885				hypothetical protein
CFCHDMIM_00406	CDS	1158	intS_2		COG0582	Prophage integrase IntS
CFCHDMIM_00407	tmRNA	360	ssrA			transfer-messenger RNA, SsrA
CFCHDMIM_00408	CDS	1986	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
CFCHDMIM_00409	CDS	1524	emrB_1			Multidrug export protein EmrB
CFCHDMIM_00410	CDS	1152	emrK		COG1566	putative multidrug resistance protein EmrK
CFCHDMIM_00411	CDS	498				hypothetical protein
CFCHDMIM_00412	CDS	1098	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
CFCHDMIM_00413	CDS	1116	thiO	1.4.3.19		Glycine oxidase
CFCHDMIM_00414	CDS	906				Epimerase family protein
CFCHDMIM_00415	CDS	453				hypothetical protein
CFCHDMIM_00416	CDS	378				hypothetical protein
CFCHDMIM_00417	CDS	492				hypothetical protein
CFCHDMIM_00418	CDS	1269	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
CFCHDMIM_00419	CDS	3597	smc_1			Chromosome partition protein Smc
CFCHDMIM_00420	CDS	693	yggS		COG0325	Pyridoxal phosphate homeostasis protein
CFCHDMIM_00421	CDS	1068	pilT_1		COG2805	Twitching mobility protein
CFCHDMIM_00422	CDS	1119	pilT_2		COG2805	Twitching mobility protein
CFCHDMIM_00423	CDS	438	fur		COG0735	Ferric uptake regulation protein
CFCHDMIM_00424	CDS	399	bamE			Outer membrane protein assembly factor BamE
CFCHDMIM_00425	CDS	324	rnfH			Protein RnfH
CFCHDMIM_00426	CDS	1068				hypothetical protein
CFCHDMIM_00427	CDS	456				Bacteriohemerythrin
CFCHDMIM_00428	CDS	831	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
CFCHDMIM_00429	CDS	783				hypothetical protein
CFCHDMIM_00430	CDS	909	argB	2.7.2.8	COG0548	Acetylglutamate kinase
CFCHDMIM_00431	CDS	1419	algC_1	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
CFCHDMIM_00432	CDS	453	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
CFCHDMIM_00433	CDS	2040	rep_1	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
CFCHDMIM_00434	CDS	93				hypothetical protein
CFCHDMIM_00435	CDS	654	yiaD		COG2885	putative lipoprotein YiaD
CFCHDMIM_00436	CDS	927	yihG	2.3.-.-	COG0204	putative acyltransferase YihG
CFCHDMIM_00437	CDS	1047				hypothetical protein
CFCHDMIM_00438	CDS	723	minC		COG0850	Septum site-determining protein MinC
CFCHDMIM_00439	CDS	837	minD		COG2894	Septum site-determining protein MinD
CFCHDMIM_00440	CDS	273	minE		COG0851	Cell division topological specificity factor
CFCHDMIM_00441	CDS	288				hypothetical protein
CFCHDMIM_00442	CDS	405				hypothetical protein
CFCHDMIM_00443	CDS	621	rhtC_1		COG1280	Threonine efflux protein
CFCHDMIM_00444	CDS	3033				hypothetical protein
CFCHDMIM_00445	CDS	948		4.3.1.9	COG0492	Glucosaminate ammonia-lyase
CFCHDMIM_00446	CDS	732	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
CFCHDMIM_00447	CDS	816	bpt	2.3.2.29	COG2935	Aspartate/glutamate leucyltransferase
CFCHDMIM_00448	CDS	456	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
CFCHDMIM_00449	CDS	876				hypothetical protein
CFCHDMIM_00450	CDS	882				hypothetical protein
CFCHDMIM_00451	CDS	111	tufB_1		COG0050	Elongation factor Tu 2
CFCHDMIM_00452	CDS	111	tufB_2		COG0050	Elongation factor Tu 2
CFCHDMIM_00453	tRNA	76				tRNA-Trp(cca)
CFCHDMIM_00454	CDS	441	secE			Protein translocase subunit SecE
CFCHDMIM_00455	CDS	534	nusG		COG0250	Transcription termination/antitermination protein NusG
CFCHDMIM_00456	CDS	429	rplK		COG0080	50S ribosomal protein L11
CFCHDMIM_00457	CDS	696	rplA		COG0081	50S ribosomal protein L1
CFCHDMIM_00458	CDS	507	rplJ		COG0244	50S ribosomal protein L10
CFCHDMIM_00459	CDS	372	rplL			50S ribosomal protein L7/L12
CFCHDMIM_00460	CDS	4089	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
CFCHDMIM_00461	CDS	4194	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
CFCHDMIM_00462	CDS	366				hypothetical protein
CFCHDMIM_00463	CDS	357				hypothetical protein
CFCHDMIM_00464	CDS	498				hypothetical protein
CFCHDMIM_00465	CDS	873	ephD	1.-.-.-	COG1028	putative oxidoreductase EphD
CFCHDMIM_00466	CDS	1425				hypothetical protein
CFCHDMIM_00467	CDS	582	ompW		COG3047	Outer membrane protein W
CFCHDMIM_00468	CDS	357				hypothetical protein
CFCHDMIM_00469	CDS	1920	htpG		COG0326	Chaperone protein HtpG
CFCHDMIM_00470	CDS	903				hypothetical protein
CFCHDMIM_00471	CDS	1140				hypothetical protein
CFCHDMIM_00472	CDS	705				hypothetical protein
CFCHDMIM_00473	CDS	759				hypothetical protein
CFCHDMIM_00474	CDS	408	hmrR_1			HTH-type transcriptional regulator HmrR
CFCHDMIM_00475	CDS	558	ydeN	3.-.-.-	COG3545	Putative hydrolase YdeN
CFCHDMIM_00476	CDS	717				hypothetical protein
CFCHDMIM_00477	CDS	492				hypothetical protein
CFCHDMIM_00478	CDS	1173	fadA_1	2.3.1.16		3-ketoacyl-CoA thiolase
CFCHDMIM_00479	CDS	2154	fadB			Fatty acid oxidation complex subunit alpha
CFCHDMIM_00480	CDS	915				hypothetical protein
CFCHDMIM_00481	CDS	90				hypothetical protein
CFCHDMIM_00482	CDS	372				hypothetical protein
CFCHDMIM_00483	CDS	135				hypothetical protein
CFCHDMIM_00484	CDS	354				hypothetical protein
CFCHDMIM_00485	CDS	1809	uvrC		COG0322	UvrABC system protein C
CFCHDMIM_00486	CDS	795				hypothetical protein
CFCHDMIM_00487	CDS	588	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
CFCHDMIM_00488	CDS	855	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
CFCHDMIM_00489	CDS	612				hypothetical protein
CFCHDMIM_00490	CDS	774	xynR		COG1414	HTH-type transcriptional regulator XynR
CFCHDMIM_00491	CDS	2100	aaeB		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
CFCHDMIM_00492	CDS	207				hypothetical protein
CFCHDMIM_00493	CDS	1002	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
CFCHDMIM_00494	CDS	441	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
CFCHDMIM_00495	CDS	555				hypothetical protein
CFCHDMIM_00496	CDS	1668	recN		COG0497	DNA repair protein RecN
CFCHDMIM_00497	CDS	1311				hypothetical protein
CFCHDMIM_00498	CDS	327	ppnP	2.4.2.2	COG3123	Pyrimidine/purine nucleoside phosphorylase
CFCHDMIM_00499	CDS	750	rlmB_2	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
CFCHDMIM_00500	CDS	915				hypothetical protein
CFCHDMIM_00501	CDS	597	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
CFCHDMIM_00502	CDS	861	outO			Type 4 prepilin-like proteins leader peptide-processing enzyme
CFCHDMIM_00503	CDS	1227	epsF_1		COG1459	Type II secretion system protein F
CFCHDMIM_00504	CDS	1713	epsE_1		COG2804	Type II secretion system protein E
CFCHDMIM_00505	CDS	795	tpiA	5.3.1.1		Triosephosphate isomerase
CFCHDMIM_00506	CDS	330	secG		COG1314	Protein-export membrane protein SecG
CFCHDMIM_00507	tRNA	85				tRNA-Leu(gag)
CFCHDMIM_00508	tRNA	77				tRNA-Met(cat)
CFCHDMIM_00509	CDS	525	rimP		COG0779	Ribosome maturation factor RimP
CFCHDMIM_00510	CDS	1485	nusA		COG0195	Transcription termination/antitermination protein NusA
CFCHDMIM_00511	CDS	2700	infB		COG0532	Translation initiation factor IF-2
CFCHDMIM_00512	CDS	402	rbfA		COG0858	30S ribosome-binding factor
CFCHDMIM_00513	CDS	405	mrpG		COG1320	Na(+)/H(+) antiporter subunit G
CFCHDMIM_00514	CDS	276	mrpF		COG2212	Na(+)/H(+) antiporter subunit F
CFCHDMIM_00515	CDS	528	mnhE1		COG1863	Na(+)/H(+) antiporter subunit E1
CFCHDMIM_00516	CDS	1812	mrpD		COG0651	Na(+)/H(+) antiporter subunit D
CFCHDMIM_00517	CDS	369	mnhC1		COG1006	Na(+)/H(+) antiporter subunit C1
CFCHDMIM_00518	CDS	2838	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
CFCHDMIM_00519	CDS	1383				hypothetical protein
CFCHDMIM_00520	CDS	1503	rep_2	3.6.4.12		ATP-dependent DNA helicase Rep
CFCHDMIM_00521	CDS	774	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
CFCHDMIM_00522	CDS	1314	kmo	1.14.13.9		Kynurenine 3-monooxygenase
CFCHDMIM_00523	CDS	1620	ubiB_1	2.7.-.-	COG0661	putative protein kinase UbiB
CFCHDMIM_00524	CDS	669	ubiJ			Ubiquinone biosynthesis accessory factor UbiJ
CFCHDMIM_00525	CDS	948	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
CFCHDMIM_00526	CDS	708				hypothetical protein
CFCHDMIM_00527	CDS	1419	pap	2.7.4.-	COG2326	Polyphosphate:AMP phosphotransferase
CFCHDMIM_00528	CDS	507				hypothetical protein
CFCHDMIM_00529	CDS	3636	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
CFCHDMIM_00530	CDS	3699	recB	3.1.11.5		RecBCD enzyme subunit RecB
CFCHDMIM_00531	CDS	1764	recD	3.1.11.5		RecBCD enzyme subunit RecD
CFCHDMIM_00532	CDS	1299	amiE	3.5.1.28		N-acetylmuramyl-L-alanine amidase
CFCHDMIM_00533	CDS	270	rpsO		COG0184	30S ribosomal protein S15
CFCHDMIM_00534	CDS	2094	pnp	2.7.7.8		Polyribonucleotide nucleotidyltransferase
CFCHDMIM_00535	CDS	1212				hypothetical protein
CFCHDMIM_00536	CDS	330	cbpM			Chaperone modulatory protein CbpM
CFCHDMIM_00537	CDS	957	cbpA		COG2214	Curved DNA-binding protein
CFCHDMIM_00538	CDS	612	leuE_1		COG1280	Leucine efflux protein
CFCHDMIM_00539	CDS	876	hslO		COG1281	33 kDa chaperonin
CFCHDMIM_00540	CDS	1842	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
CFCHDMIM_00541	CDS	2229	priA	3.6.4.-	COG1198	Primosomal protein N'
CFCHDMIM_00542	CDS	1206	epsF_2		COG1459	Type II secretion system protein F
CFCHDMIM_00543	CDS	582				hypothetical protein
CFCHDMIM_00544	CDS	345				hypothetical protein
CFCHDMIM_00545	CDS	339	csaA		COG0073	putative chaperone CsaA
CFCHDMIM_00546	CDS	1560	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
CFCHDMIM_00547	CDS	840	corC		COG4535	Magnesium and cobalt efflux protein CorC
CFCHDMIM_00548	CDS	258	tusA_1		COG0425	Sulfur carrier protein TusA
CFCHDMIM_00549	CDS	1713		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
CFCHDMIM_00550	CDS	612				hypothetical protein
CFCHDMIM_00551	CDS	867	murI	5.1.1.3		Glutamate racemase
CFCHDMIM_00552	CDS	1005				hypothetical protein
CFCHDMIM_00553	CDS	1017	hemH	4.99.1.1	COG0276	Ferrochelatase
CFCHDMIM_00554	CDS	645	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
CFCHDMIM_00555	CDS	195	yacG			DNA gyrase inhibitor YacG
CFCHDMIM_00556	CDS	633	trmB_1	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
CFCHDMIM_00557	CDS	1206	baiN	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
CFCHDMIM_00558	CDS	411		4.4.1.22		Putative glutathione-dependent formaldehyde-activating enzyme
CFCHDMIM_00559	CDS	381	crcB		COG0239	Putative fluoride ion transporter CrcB
CFCHDMIM_00560	CDS	333				hypothetical protein
CFCHDMIM_00561	CDS	255	rpmE2		COG0254	50S ribosomal protein L31 type B
CFCHDMIM_00562	CDS	1299	ubiB_2	2.7.-.-		protein kinase UbiB
CFCHDMIM_00563	CDS	1248	sfnC_1	1.14.14.-		putative FMNH2-dependent monooxygenase SfnC
CFCHDMIM_00564	CDS	1251	sfnC_2	1.14.14.-		putative FMNH2-dependent monooxygenase SfnC
CFCHDMIM_00565	CDS	1347	norM_1		COG0534	Multidrug resistance protein NorM
CFCHDMIM_00566	CDS	462				hypothetical protein
CFCHDMIM_00567	CDS	1155	hemW		COG0635	Heme chaperone HemW
CFCHDMIM_00568	CDS	756	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
CFCHDMIM_00569	CDS	897	pgrR_1			HTH-type transcriptional regulator PgrR
CFCHDMIM_00570	tRNA	76				tRNA-Lys(ttt)
CFCHDMIM_00571	tRNA	76				tRNA-Lys(ttt)
CFCHDMIM_00572	CDS	1842		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD17
CFCHDMIM_00573	CDS	3333	rne	3.1.26.12		Ribonuclease E
CFCHDMIM_00574	CDS	933	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
CFCHDMIM_00575	CDS	675		3.1.3.5	COG0546	5'-nucleotidase
CFCHDMIM_00576	CDS	696	birA_1	6.3.4.15		Bifunctional ligase/repressor BirA
CFCHDMIM_00577	CDS	606				hypothetical protein
CFCHDMIM_00578	CDS	678				hypothetical protein
CFCHDMIM_00579	CDS	900	hcaR_1			Hca operon transcriptional activator HcaR
CFCHDMIM_00580	CDS	1053			COG2220	putative protein
CFCHDMIM_00581	CDS	2157	katG	1.11.1.21	COG0376	Catalase-peroxidase
CFCHDMIM_00582	CDS	2295	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
CFCHDMIM_00583	CDS	486	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
CFCHDMIM_00584	CDS	651		3.1.3.-	COG0560	putative phosphatase
CFCHDMIM_00585	CDS	597				hypothetical protein
CFCHDMIM_00586	CDS	237				hypothetical protein
CFCHDMIM_00587	CDS	861	cmpR_1			HTH-type transcriptional activator CmpR
CFCHDMIM_00588	CDS	255				hypothetical protein
CFCHDMIM_00589	CDS	1419	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
CFCHDMIM_00590	CDS	648	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
CFCHDMIM_00591	CDS	591				hypothetical protein
CFCHDMIM_00592	CDS	1080	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
CFCHDMIM_00593	CDS	408				hypothetical protein
CFCHDMIM_00594	CDS	369				hypothetical protein
CFCHDMIM_00595	CDS	222	infA		COG0361	Translation initiation factor IF-1
CFCHDMIM_00596	CDS	1011				putative HTH-type transcriptional regulator
CFCHDMIM_00597	CDS	798	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
CFCHDMIM_00598	CDS	948				hypothetical protein
CFCHDMIM_00599	CDS	1263				hypothetical protein
CFCHDMIM_00600	CDS	1365				hypothetical protein
CFCHDMIM_00601	CDS	1119	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
CFCHDMIM_00602	CDS	1122				hypothetical protein
CFCHDMIM_00603	CDS	1287	gltP_1		COG1301	Proton/glutamate-aspartate symporter
CFCHDMIM_00604	CDS	1101	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
CFCHDMIM_00605	CDS	936	lpxL_2	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
CFCHDMIM_00606	CDS	633	leuE_2		COG1280	Leucine efflux protein
CFCHDMIM_00607	CDS	1911	uup		COG0488	ABC transporter ATP-binding protein uup
CFCHDMIM_00608	CDS	246	slyX			Protein SlyX
CFCHDMIM_00609	CDS	1011				Zinc-type alcohol dehydrogenase-like protein
CFCHDMIM_00610	CDS	378				hypothetical protein
CFCHDMIM_00611	CDS	450				hypothetical protein
CFCHDMIM_00612	CDS	2637	topA	5.6.2.1	COG0550	DNA topoisomerase 1
CFCHDMIM_00613	CDS	759				hypothetical protein
CFCHDMIM_00614	CDS	573				hypothetical protein
CFCHDMIM_00615	CDS	1980	pcrA	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
CFCHDMIM_00616	CDS	240				hypothetical protein
CFCHDMIM_00617	CDS	168				hypothetical protein
CFCHDMIM_00618	CDS	504				hypothetical protein
CFCHDMIM_00619	CDS	279				hypothetical protein
CFCHDMIM_00620	CDS	1710	ybaL		COG1226	Putative cation/proton antiporter YbaL
CFCHDMIM_00621	CDS	156	rpmG		COG0267	50S ribosomal protein L33
CFCHDMIM_00622	CDS	237	rpmB		COG0227	50S ribosomal protein L28
CFCHDMIM_00623	CDS	1449	calB_1	1.2.1.68		Coniferyl aldehyde dehydrogenase
CFCHDMIM_00624	CDS	693	slmA			Nucleoid occlusion factor SlmA
CFCHDMIM_00625	CDS	864	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
CFCHDMIM_00626	CDS	756				hypothetical protein
CFCHDMIM_00627	CDS	621	tolQ_2			Tol-Pal system protein TolQ
CFCHDMIM_00628	CDS	405	exbD_2		COG0848	Biopolymer transport protein ExbD
CFCHDMIM_00629	CDS	522	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
CFCHDMIM_00630	CDS	1056				hypothetical protein
CFCHDMIM_00631	CDS	510	dhfrIII	1.5.1.3		Dihydrofolate reductase type 3
CFCHDMIM_00632	CDS	843	thyA	2.1.1.45	COG0207	Thymidylate synthase
CFCHDMIM_00633	CDS	363				hypothetical protein
CFCHDMIM_00634	CDS	360				hypothetical protein
CFCHDMIM_00635	CDS	819	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
CFCHDMIM_00636	CDS	780				hypothetical protein
CFCHDMIM_00637	CDS	2334				hypothetical protein
CFCHDMIM_00638	CDS	2181				hypothetical protein
CFCHDMIM_00639	CDS	771	tatC		COG0805	Sec-independent protein translocase protein TatC
CFCHDMIM_00640	CDS	438	tatB		COG1826	Sec-independent protein translocase protein TatB
CFCHDMIM_00641	CDS	219	tatA		COG1826	Sec-independent protein translocase protein TatA
CFCHDMIM_00642	CDS	876				hypothetical protein
CFCHDMIM_00643	CDS	627		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
CFCHDMIM_00644	CDS	543				hypothetical protein
CFCHDMIM_00645	CDS	594	metXA		COG0500	Bifunctional methionine biosynthesis protein MetXA/MetW
CFCHDMIM_00646	CDS	1161	metXS	2.3.1.46	COG2021	Homoserine O-succinyltransferase
CFCHDMIM_00647	CDS	1698	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
CFCHDMIM_00648	CDS	684		1.14.11.-	COG3128	PKHD-type hydroxylase
CFCHDMIM_00649	CDS	2232	bfrD		COG4774	putative TonB-dependent receptor BfrD
CFCHDMIM_00650	CDS	1335	tig	5.2.1.8	COG0544	Trigger factor
CFCHDMIM_00651	CDS	606	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
CFCHDMIM_00652	CDS	1314	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
CFCHDMIM_00653	CDS	717				hypothetical protein
CFCHDMIM_00654	CDS	555				hypothetical protein
CFCHDMIM_00655	CDS	1527	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
CFCHDMIM_00656	CDS	2145	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
CFCHDMIM_00657	CDS	1263	ackA	2.7.2.1	COG0282	Acetate kinase
CFCHDMIM_00658	CDS	2139	fusA		COG0480	Elongation factor G
CFCHDMIM_00659	CDS	471	rpsG		COG0049	30S ribosomal protein S7
CFCHDMIM_00660	CDS	375	rpsL		COG0048	30S ribosomal protein S12
CFCHDMIM_00661	CDS	1326				hypothetical protein
CFCHDMIM_00662	CDS	1230	fabB_1	2.3.1.41		3-oxoacyl-[acyl-carrier-protein] synthase 1
CFCHDMIM_00663	CDS	453				hypothetical protein
CFCHDMIM_00664	CDS	861				hypothetical protein
CFCHDMIM_00665	CDS	561				hypothetical protein
CFCHDMIM_00666	CDS	1626	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
CFCHDMIM_00667	CDS	1029				hypothetical protein
CFCHDMIM_00668	tRNA	77				tRNA-Met(cat)
CFCHDMIM_00669	CDS	957	cntB	1.14.13.239	COG1018	Carnitine monooxygenase reductase subunit
CFCHDMIM_00670	CDS	1452	gabD_1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
CFCHDMIM_00671	CDS	1116	cntA	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
CFCHDMIM_00672	CDS	975	nlhH_1	3.1.1.1	COG0657	Carboxylesterase NlhH
CFCHDMIM_00673	CDS	1647	caiT			L-carnitine/gamma-butyrobetaine antiporter
CFCHDMIM_00674	CDS	1113	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
CFCHDMIM_00675	CDS	981	dmlR_1			HTH-type transcriptional regulator DmlR
CFCHDMIM_00676	CDS	1185				hypothetical protein
CFCHDMIM_00677	tRNA	77				tRNA-Met(cat)
CFCHDMIM_00678	CDS	264	fdx_1		COG1145	Ferredoxin
CFCHDMIM_00679	CDS	492	coaD	2.7.7.3		Phosphopantetheine adenylyltransferase
CFCHDMIM_00680	CDS	477	smpB		COG0691	SsrA-binding protein
CFCHDMIM_00681	CDS	552	fldP_1			Flavodoxin FldP
CFCHDMIM_00682	CDS	738	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
CFCHDMIM_00683	CDS	1053	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
CFCHDMIM_00684	CDS	1158	bamD			Outer membrane protein assembly factor BamD
CFCHDMIM_00685	CDS	1866	dnaG	2.7.7.-		DNA primase
CFCHDMIM_00686	CDS	1284	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
CFCHDMIM_00687	CDS	1710	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
CFCHDMIM_00688	CDS	579	lolB		COG3017	Outer-membrane lipoprotein LolB
CFCHDMIM_00689	tRNA	75				tRNA-Gln(ttg)
CFCHDMIM_00690	tRNA	75				tRNA-Gln(ttg)
CFCHDMIM_00691	CDS	951	prs_1	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
CFCHDMIM_00692	CDS	297	rplY			50S ribosomal protein L25
CFCHDMIM_00693	CDS	582	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
CFCHDMIM_00694	CDS	381	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
CFCHDMIM_00695	CDS	561				hypothetical protein
CFCHDMIM_00696	CDS	1782				hypothetical protein
CFCHDMIM_00697	CDS	660	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
CFCHDMIM_00698	CDS	675		3.1.3.5	COG0546	5'-nucleotidase
CFCHDMIM_00699	CDS	768	thiD	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
CFCHDMIM_00700	CDS	474	kbp		COG1652	Potassium binding protein Kbp
CFCHDMIM_00701	CDS	237	acpP_1		COG0236	Acyl carrier protein
CFCHDMIM_00702	CDS	735	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
CFCHDMIM_00703	CDS	987	fabD_1	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
CFCHDMIM_00704	CDS	186	rpmF		COG0333	50S ribosomal protein L32
CFCHDMIM_00705	CDS	561	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
CFCHDMIM_00706	CDS	663				hypothetical protein
CFCHDMIM_00707	CDS	618	yciO		COG0009	putative protein YciO
CFCHDMIM_00708	CDS	768	scpA		COG1354	Segregation and condensation protein A
CFCHDMIM_00709	CDS	597	scpB		COG1386	Segregation and condensation protein B 
CFCHDMIM_00710	CDS	924	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
CFCHDMIM_00711	CDS	645	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
CFCHDMIM_00712	CDS	750	tam	2.1.1.144		Trans-aconitate 2-methyltransferase
